customer_city,seller_city,delivery_performance
cerquilho,maringa,10 days 13:55:08.000000000
serra,sao jose do rio preto,10 days 13:56:17.000000000
rio claro,maua,10 days 13:56:37.000000000
camacari,francisco beltrao,10 days 13:57:05.000000000
queimadas,sao paulo,10 days 13:59:28.000000000
recife,votuporanga,10 days 14:02:12.000000000
patrocinio,amparo,10 days 14:03:50.000000000
dumont,rio de janeiro,10 days 14:08:33.000000000
bom jesus do itabapoana,rio do oeste,10 days 14:09:36.000000000
sao lourenco do oeste,ibitinga,10 days 14:12:50.000000000
porecatu,sumare,10 days 14:12:51.000000000
cajamar,ribeirao pires,10 days 14:15:22.000000000
caico,sao paulo,10 days 14:15:46.000000000
mallet,curitiba,10 days 14:17:23.000000000
florianopolis,guara,10 days 14:21:51.000000000
ortigueira,ribeirao preto,10 days 14:25:43.000000000
guarulhos,teresopolis,10 days 14:25:49.000000000
sete lagoas,guariba,10 days 14:26:13.000000000
prado,sao paulo,10 days 14:29:45.000000000
pederneiras,salto,10 days 14:29:47.000000000
votuporanga,campo limpo paulista,10 days 14:31:27.000000000
santo andre,campo limpo paulista,10 days 14:33:59.000000000
eldorado do sul,sao jose dos pinhais,10 days 14:34:47.000000000
ipatinga,santa barbara d´oeste,10 days 14:35:47.000000000
leme,santo andre,10 days 14:37:41.000000000
santa maria,novo hamburgo,10 days 14:38:43.000000000
goiania,formiga,10 days 14:41:37.000000000
campina grande,barueri,10 days 14:42:40.000000000
jundiai,pradopolis,10 days 14:43:53.000000000
ribeirao preto,canoinhas,10 days 14:45:17.000000000
campo belo,penapolis,10 days 14:45:50.000000000
bom jesus do itabapoana,recife,10 days 14:46:56.000000000
santa isabel do rio preto,andradas,10 days 14:47:13.000000000
matipo,ibitinga,10 days 14:50:28.000000000
franco da rocha,presidente prudente,10 days 14:52:25.000000000
porto velho,franca,10 days 14:53:55.000000000
bady bassitt,pedreira,10 days 14:55:05.000000000
cabo de santo agostinho,sao paulo,10 days 14:56:16.000000000
marica,piracicaba,10 days 14:57:44.000000000
garibaldi,cascavel,10 days 15:00:05.000000000
tupaciguara,santo andre,10 days 15:00:19.000000000
jaboatao dos guararapes,cafelandia,10 days 15:03:17.000000000
cotia,londrina,10 days 15:03:58.000000000
porto alegre,ribeirao preto / sao paulo,10 days 15:07:33.000000000
santo antonio do caiua,guarulhos,10 days 15:09:31.000000000
barueri,cascavel,10 days 15:10:00.000000000
joao pessoa,rio de janeiro,10 days 15:10:22.000000000
goitacazes,campo mourao,10 days 15:11:47.000000000
anta gorda,santo andre,10 days 15:13:47.000000000
aracruz,praia grande,10 days 15:14:47.000000000
tres coracoes,santo andre,10 days 15:16:06.000000000
coronel vivida,ibitinga,10 days 15:16:33.000000000
itamarandiba,rio de janeiro,10 days 15:17:04.000000000
montes claros,indaiatuba,10 days 15:20:18.000000000
patrocinio,cachoeirinha,10 days 15:21:01.000000000
uruguaiana,caxias do sul,10 days 15:21:18.000000000
jaboatao dos guararapes,campinas,10 days 15:23:11.000000000
governador valadares,santo andre,10 days 15:23:34.000000000
ribeirao das neves,laranjal paulista,10 days 15:24:58.000000000
ventania,araraquara,10 days 15:25:01.000000000
valenca,maua,10 days 15:25:05.000000000
rio de janeiro,sinop,10 days 15:25:06.000000000
rianapolis,sao paulo,10 days 15:26:20.000000000
mogi-guacu,curitiba,10 days 15:26:45.000000000
gravatal,ilicinea,10 days 15:27:22.000000000
mira estrela,petropolis,10 days 15:27:25.000000000
rio de janeiro,congonhas,10 days 15:30:03.000000000
montenegro,guariba,10 days 15:33:44.000000000
brasilia,paraiba do sul,10 days 15:35:47.000000000
campinas,salvador,10 days 15:37:25.000000000
santa cruz das palmeiras,araguari,10 days 15:37:55.000000000
teresina,santa barbara d´oeste,10 days 15:38:59.000000000
alta floresta d'oeste,rio de janeiro,10 days 15:40:31.000000000
sao bernardo do campo,bebedouro,10 days 15:45:21.000000000
passo fundo,sarandi,10 days 15:46:27.000000000
itabuna,cajamar,10 days 15:46:35.000000000
ibiraiaras,guarulhos,10 days 15:46:39.000000000
areias,ibitinga,10 days 15:48:19.000000000
chui,sao paulo,10 days 15:50:08.000000000
itanhaem,ribeirao preto,10 days 15:50:09.000000000
carajas,pinhais,10 days 15:50:39.000000000
venda nova do imigrante,praia grande,10 days 15:53:23.000000000
monte siao,curitiba,10 days 15:54:25.000000000
rio fortuna,cascavel,10 days 15:55:39.000000000
sao bento do sul,bauru,10 days 15:56:40.000000000
miguel pereira,indaiatuba,10 days 15:56:47.000000000
belo jardim,curitiba,10 days 15:56:48.000000000
carmo do paranaiba,curitiba,10 days 15:57:26.000000000
juiz de fora,mirassol,10 days 15:57:59.000000000
ribeirao bonito,pedreira,10 days 15:58:10.000000000
cruz alta,sao jose,10 days 15:58:58.000000000
florianopolis,ilicinea,10 days 15:59:13.000000000
uberaba,barueri,10 days 15:59:21.000000000
sao lourenco,belo horizonte,10 days 16:02:46.000000000
irati,sao paulo,10 days 16:05:12.000000000
cajamar,guaruja,10 days 16:05:44.000000000
ibiuna,blumenau,10 days 16:06:49.000000000
varzea paulista,blumenau,10 days 16:07:33.000000000
cabo frio,guarulhos,10 days 16:07:39.000000000
sao bento do sul,marilia,10 days 16:08:18.000000000
embu das artes,timbo,10 days 16:08:22.000000000
capinopolis,ilicinea,10 days 16:08:40.000000000
taquaritinga,guariba,10 days 16:10:28.000000000
joinville,petropolis,10 days 16:10:59.000000000
campo grande,recife,10 days 16:11:47.000000000
barreiras,rolante,10 days 16:11:59.000000000
bauru,rio de janeiro,10 days 16:12:27.000000000
tunas do parana,petropolis,10 days 16:14:19.000000000
santos,jacutinga,10 days 16:16:05.000000000
brumadinho,ibitinga,10 days 16:17:00.000000000
fazenda rio grande,campinas,10 days 16:17:45.000000000
queimados,maringa,10 days 16:18:57.000000000
niteroi,mandirituba,10 days 16:20:37.000000000
aracoiaba da serra,santos,10 days 16:21:34.000000000
porto alegre,uba,10 days 16:22:53.000000000
cantagalo,sumare,10 days 16:22:54.000000000
vicosa,joinville,10 days 16:23:39.000000000
ponta grossa,uberlandia,10 days 16:24:51.000000000
brasilia,jaboticabal,10 days 16:28:32.000000000
indaiatuba,congonhas,10 days 16:30:00.000000000
bebedouro,cotia,10 days 16:33:23.000000000
camacari,limeira,10 days 16:34:28.000000000
gameleira,lages,10 days 16:34:41.000000000
sao vicente,maringa,10 days 16:35:15.000000000
cacapava,maua,10 days 16:36:02.000000000
cacapava,cornelio procopio,10 days 16:36:04.000000000
mage,mirandopolis,10 days 16:36:23.000000000
toritama,sumare,10 days 16:37:09.000000000
pindorama,mirandopolis,10 days 16:39:28.000000000
cumari,mineiros do tiete,10 days 16:39:38.000000000
morro da fumaca,sao paulo,10 days 16:40:10.000000000
cidade gaucha,ibitinga,10 days 16:43:50.000000000
minacu,belo horizonte,10 days 16:46:18.000000000
mostardas,santa barbara d´oeste,10 days 16:46:29.000000000
engenheiro navarro,londrina,10 days 16:47:14.000000000
mogi das cruzes,cascavel,10 days 16:47:15.000000000
sao francisco,campinas,10 days 16:49:25.000000000
itapeva,carapicuiba,10 days 16:50:09.000000000
embu das artes,petropolis,10 days 16:50:11.000000000
cajamar,maua,10 days 16:50:34.000000000
jundiai,jundiai,10 days 16:50:58.000000000
belo horizonte,rodeio,10 days 16:51:06.000000000
itaguai,jundiai,10 days 16:52:44.000000000
faxinal,sando andre,10 days 16:52:58.000000000
brasilia de minas,mogi das cruzes,10 days 16:55:24.000000000
salvador,varginha,10 days 16:56:15.000000000
joinville,bauru,10 days 16:56:37.000000000
cangucu,sao paulo,10 days 16:57:43.000000000
estrela do norte,pedreira,10 days 16:57:50.000000000
sao goncalo,guanambi,10 days 16:58:24.000000000
itapetininga,maringa,10 days 16:58:34.000000000
charqueadas,curitiba,10 days 16:58:57.000000000
salvador,londrina,10 days 17:00:23.000000000
sorocaba,jacutinga,10 days 17:01:05.000000000
paulista,guarulhos,10 days 17:04:16.000000000
paraiso do tocantins,blumenau,10 days 17:07:00.000000000
serra azul de minas,mogi das cruzes,10 days 17:08:05.000000000
alexania,santo andre,10 days 17:09:12.000000000
mogi das cruzes,franca,10 days 17:09:39.000000000
mariana,campo limpo paulista,10 days 17:09:48.000000000
cubatao,cruzeiro,10 days 17:10:48.000000000
feliz,sao paulo,10 days 17:10:55.000000000
petropolis,sao jose do rio preto,10 days 17:12:07.000000000
caruaru,joinville,10 days 17:14:00.000000000
pedro de toledo,sao paulo,10 days 17:14:56.000000000
nova serrana,curitiba,10 days 17:15:24.000000000
muriae,ribeirao preto,10 days 17:16:26.000000000
vicentinopolis,belo horizonte,10 days 17:16:28.000000000
itariri,sao paulo,10 days 17:17:14.000000000
jacutinga,pradopolis,10 days 17:17:52.000000000
itatiaia,araguari,10 days 17:20:55.000000000
guarulhos,mirandopolis,10 days 17:21:05.000000000
itapema,cariacica,10 days 17:22:13.000000000
nova lima,maringa,10 days 17:22:58.000000000
itajai,caxias do sul,10 days 17:23:20.000000000
itabira,ilicinea,10 days 17:25:31.000000000
mirandiba,belo horizonte,10 days 17:26:47.000000000
hortolandia,belo horizonte,10 days 17:27:48.000000000
santo andre,sao jose do rio pardo,10 days 17:30:26.000000000
rio claro,itajai,10 days 17:31:03.000000000
lagoa santa,campinas,10 days 17:31:38.000000000
bonfim paulista,porto alegre,10 days 17:32:11.000000000
campinas,cerqueira cesar,10 days 17:32:13.000000000
santa vitoria,barueri,10 days 17:32:27.000000000
abaete,itajai,10 days 17:34:47.000000000
balneario camboriu,belo horizonte,10 days 17:34:55.000000000
maringa,scao jose do rio pardo,10 days 17:35:50.000000000
barao de cocais,sao paulo,10 days 17:37:18.000000000
rio grande,ribeirao preto,10 days 17:38:00.000000000
sao joaquim da barra,guarulhos,10 days 17:41:06.000000000
santa fe do sul,itatiba,10 days 17:41:49.000000000
aperibe,cascavel,10 days 17:42:17.000000000
areia branca,sao jose dos campos,10 days 17:42:48.000000000
penapolis,osasco,10 days 17:42:56.000000000
juiz de fora,araguari,10 days 17:43:37.000000000
sao bernardo do campo,fernandopolis,10 days 17:43:52.000000000
videira,itapecerica da serra,10 days 17:43:57.000000000
mafra,limeira,10 days 17:44:17.000000000
piritiba,guarulhos,10 days 17:44:40.000000000
salgueiro,recife,10 days 17:44:46.000000000
simplicio mendes,praia grande,10 days 17:45:25.000000000
santo andre,tatui,10 days 17:47:15.000000000
nova friburgo,jacarei,10 days 17:47:40.000000000
porto alegre,indaiatuba,10 days 17:50:19.000000000
campos dos goytacazes,araras,10 days 17:50:42.000000000
porto alegre,birigui,10 days 17:51:06.000000000
jaguare,ibitinga,10 days 17:51:32.000000000
araras,salto,10 days 17:51:41.000000000
dourados,praia grande,10 days 17:52:31.000000000
valenca,santo andre,10 days 17:52:45.000000000
taruma,fazenda rio grande,10 days 17:53:16.000000000
medianeira,sumare,10 days 17:53:48.000000000
indaial,recife,10 days 17:54:01.000000000
itaipava,sao paulo,10 days 17:54:05.000000000
umuarama,santo andre,10 days 17:55:42.000000000
natal,braganca paulista,10 days 17:56:26.000000000
rio bonito do iguacu,sao paulo,10 days 17:57:17.000000000
piumhii,guarulhos,10 days 17:58:18.000000000
medianeira,sao bernardo do campo,10 days 17:59:24.000000000
niteroi,uba,10 days 18:01:06.000000000
sacramento,tres coracoes,10 days 18:01:56.000000000
aiuruoca,pedreira,10 days 18:02:42.000000000
sao jose dos pinhais,sao luis,10 days 18:03:04.000000000
andradina,novo hamburgo,10 days 18:03:53.000000000
sao joao do piaui,maua,10 days 18:04:19.000000000
teresina,conselheiro lafaiete,10 days 18:05:06.000000000
entre rios do oeste,florianopolis,10 days 18:05:27.000000000
ponte nova,ibitinga,10 days 18:05:49.000000000
duque de caxias,ribeirao preto,10 days 18:06:22.000000000
sumare,penapolis,10 days 18:06:35.000000000
indaial,teresopolis,10 days 18:06:45.000000000
vila velha,guariba,10 days 18:09:18.000000000
carazinho,limeira,10 days 18:10:05.000000000
tiete,curitiba,10 days 18:10:21.000000000
sao bernardo do campo,ibia,10 days 18:10:33.000000000
sao gabriel do oeste,umuarama,10 days 18:11:19.000000000
santa luzia,guara,10 days 18:12:32.000000000
petropolis,araraquara,10 days 18:12:40.000000000
concordia do para,americana,10 days 18:14:16.000000000
sao goncalo,patos de minas,10 days 18:15:01.000000000
ribeirao pires,itaquaquecetuba,10 days 18:19:21.000000000
cerro azul,ibitinga,10 days 18:20:12.000000000
tabira,jacarei,10 days 18:20:48.000000000
fazenda rio grande,videira,10 days 18:20:59.000000000
piraju,guarulhos,10 days 18:21:11.000000000
mage,recife,10 days 18:22:35.000000000
caxias do sul,praia grande,10 days 18:23:00.000000000
taquaritinga,santos,10 days 18:23:23.000000000
itupeva,campo limpo paulista,10 days 18:23:52.000000000
orlandia,porto alegre,10 days 18:24:10.000000000
sao joao batista do gloria,recife,10 days 18:24:17.000000000
altamira do parana,caxias do sul,10 days 18:24:57.000000000
cotia,ilicinea,10 days 18:27:21.000000000
grandes rios,pinhais,10 days 18:27:23.000000000
paraopeba,valinhos,10 days 18:27:46.000000000
novo hamburgo,teresopolis,10 days 18:28:39.000000000
guaranta,sao luis,10 days 18:28:47.000000000
uruacu,rio de janeiro,10 days 18:29:22.000000000
laranjal paulista,belo horizonte,10 days 18:30:04.000000000
salvador,paraiba do sul,10 days 18:31:28.000000000
prata,sao paulo,10 days 18:31:48.000000000
imbituba,ibitinga,10 days 18:32:20.000000000
nova granada,piracicaba,10 days 18:32:24.000000000
caratinga,birigui,10 days 18:32:26.000000000
itaocara,sete lagoas,10 days 18:34:10.000000000
camaqua,penapolis,10 days 18:35:44.000000000
suzano,cascavel,10 days 18:37:14.000000000
blumenau,sao ludgero,10 days 18:37:38.000000000
volta redonda,joinville,10 days 18:39:36.000000000
cotia,baependi,10 days 18:40:45.000000000
aracaju,uberaba,10 days 18:40:45.000000000
viamao,ponta grossa,10 days 18:40:58.000000000
fatima do sul,santa rita do sapucai,10 days 18:41:11.000000000
uchoa,mirandopolis,10 days 18:42:13.000000000
joao monlevade,joinville,10 days 18:42:40.000000000
uberlandia,pedreira,10 days 18:43:05.000000000
passo fundo,francisco beltrao,10 days 18:43:17.000000000
santos,santa rita do sapucai,10 days 18:44:25.000000000
jaboticabal,jundiai,10 days 18:44:29.000000000
americo brasiliense,descalvado,10 days 18:45:43.000000000
joao pinheiro,ibitinga,10 days 18:46:24.000000000
florianopolis,barra mansa,10 days 18:48:00.000000000
matao,fazenda rio grande,10 days 18:48:37.000000000
sobral,lauro de freitas,10 days 18:48:56.000000000
para de minas,santo andre,10 days 18:49:23.000000000
curitiba,mateus leme,10 days 18:51:33.000000000
apucarana,guariba,10 days 18:52:58.000000000
sooretama,nova petropolis,10 days 18:54:56.000000000
sabara,francisco beltrao,10 days 18:55:48.000000000
sarandi,praia grande,10 days 18:57:13.000000000
belo horizonte,cerqueira cesar,10 days 18:57:20.000000000
cabo frio,votorantim,10 days 18:57:27.000000000
rio de janeiro,sao ludgero,10 days 18:58:31.000000000
lapa,ibitinga,10 days 18:58:40.000000000
lages,londrina,10 days 18:59:06.000000000
marilia,tubarao,10 days 18:59:12.000000000
campinas,jacutinga,10 days 19:00:02.000000000
inhumas,joinville,10 days 19:00:16.000000000
pirapora,ibitinga,10 days 19:01:55.000000000
chapeco,mirandopolis,10 days 19:02:46.000000000
mairipora,santo angelo,10 days 19:03:06.000000000
sao mateus,ilicinea,10 days 19:03:55.000000000
salto do itarare,sumare,10 days 19:04:50.000000000
jequie,limeira,10 days 19:04:52.000000000
cariacica,osasco,10 days 19:05:36.000000000
salvador,coronel fabriciano,10 days 19:07:36.000000000
cardoso moreira,hortolandia,10 days 19:07:48.000000000
campo mourao,brusque,10 days 19:08:31.000000000
vitoria,mogi das cruzes,10 days 19:09:43.000000000
delfinopolis,pocos de caldas,10 days 19:09:59.000000000
ibia,contagem,10 days 19:14:10.000000000
ponta grossa,montenegro,10 days 19:14:53.000000000
sete lagoas,itu,10 days 19:14:58.000000000
jacobina,limeira,10 days 19:15:05.000000000
sao jose,araguari,10 days 19:15:22.000000000
dionisio cerqueira,canoinhas,10 days 19:16:36.000000000
sao joao do ivai,cascavel,10 days 19:18:02.000000000
irati,belo horizonte,10 days 19:19:04.000000000
arroio do meio,sao paulo,10 days 19:20:25.000000000
rio claro,santos,10 days 19:20:59.000000000
sabara,campinas,10 days 19:21:34.000000000
rio do sul,sao bernardo do campo,10 days 19:22:21.000000000
cariacica,juiz de fora,10 days 19:22:31.000000000
cariacica,novo hamburgo,10 days 19:22:31.000000000
sao jose,monte siao,10 days 19:22:37.000000000
andira,atibaia,10 days 19:22:58.000000000
governador valadares,campinas,10 days 19:23:19.000000000
alvorada do gurgueia,sao paulo,10 days 19:23:41.000000000
itaborai,jacarei,10 days 19:23:56.000000000
faxinal,foz do iguacu,10 days 19:24:23.000000000
verissimo,sorocaba,10 days 19:24:51.000000000
caruaru,congonhal,10 days 19:24:58.000000000
petropolis,pocos de caldas,10 days 19:25:09.000000000
macae,jales,10 days 19:25:59.000000000
saltinho,santos,10 days 19:26:02.000000000
bombinhas,rodeio,10 days 19:26:25.000000000
serra talhada,penapolis,10 days 19:28:27.000000000
sao joao de meriti,ribeirao preto,10 days 19:30:09.000000000
campanario,registro,10 days 19:31:19.000000000
piraju,maringa,10 days 19:31:51.000000000
itaperuna,guariba,10 days 19:32:31.000000000
sao leopoldo,aperibe,10 days 19:32:48.000000000
luz,sao paulo,10 days 19:33:25.000000000
serafina correa,blumenau,10 days 19:34:58.000000000
vicosa,laranjal paulista,10 days 19:35:24.000000000
florida paulista,taruma,10 days 19:35:49.000000000
aracatuba,bauru,10 days 19:36:05.000000000
morungaba,tres coracoes,10 days 19:36:49.000000000
itauna,riberao preto,10 days 19:38:41.000000000
belem,brasilia,10 days 19:39:06.000000000
suzano,porto alegre,10 days 19:40:33.000000000
teodoro sampaio,piracicaba,10 days 19:41:07.000000000
goitacazes,salto,10 days 19:41:18.000000000
marechal candido rondon,santo andre,10 days 19:41:51.000000000
pereira barreto,ibitinga,10 days 19:42:03.000000000
juquia,cascavel,10 days 19:42:31.000000000
sao joao batista,campinas,10 days 19:43:30.000000000
maringa,borda da mata,10 days 19:44:12.000000000
goiania,jacarei,10 days 19:44:30.000000000
cajuru,sao carlos,10 days 19:44:47.000000000
